AUTHOR,TITLE,YEAR,SOURCE,DIVISION,PUB_TYPE,KEYWORDS,LINK
"Olson RJ, Boggs CH","Apex predation by yellowfin tuna (Thunnus albacares): Independent estimates from gastric evacuation and stomach contents, bioenergetics, and cesium concentrations ",1986,Canadian Journal of Fisheries and Aquatic Sciences 43: 1760-1775,,Journal,,
Mundy BC,Fishery resources surveyed with deep-sea camera,1986,Hawaii Fishing News 11(5): 30,,Journal,,
"Milsom WK, Brill RW",Oxygen sensitive afferent information arising from the first gill arch of yellowfin tuna,1986,Respiration Physiology 66: 193-203,FBSAB,Journal,,
Kramer SH,"Scombridae, wahoo",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 126-127. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",,Technical Report,,
Kramer SH,"Octopodidae, hee",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 74-75. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",,Technical Report,,
Kramer SH,"Lutjanidae, uku",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 104-105. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",,Technical Report,,
"Gilmartin WG, Morrow RJ, Houtman AM","Hawaiian monk seal observations and captive maintenance project at Kure Atoll, 1981",1986,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-SWFC-59, 9 p.",PSD,Tech Memo,,
Everson AR,"Lutjanidae, onaga",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 108-109. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",,Technical Report,,
Everson AR,"Lutjanidae, kalekale",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 114-115. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",,Technical Report,,
Everson AR,"Lutjanidae, gindai",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 116-117. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",,Technical Report,,
Everson AR,"Lutjanidae, ehu",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 106-107. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",,Technical Report,,
"DeMaster D, Miller D, Henderson JR, Coe JM",Conflicts between marine mammals and fisheries off the coast of California.,1986,"In: Beddington R, Beverton RJH, Lavigne DM (eds.). Marine mammals and fisheries, p. 111-117. George Allen Univ., Boston.",,Book Chapter,,
"Dailey MD, Ralston S","Aspects of the reproductive biology, spatial distribution, growth, and mortality of the deepwater caridean shrimp, Heterocarpus laevigatus, in Hawaii",1986,Fishery Bulletin 84: 915-925,,Journal,,
"Boehlert GW, Bakun A",Local recruitment in isolated bank and inland ecosystems.,1986,"Eos, Transactions, American Geophysical Union 67: 991",,Abstract,,
Boehlert GW,Productivity and population maintenance of seamount resources and future research directions,1986,"In: Uchida RN, Hayashi S, Boehlert GW (eds.). Environment and resources of seamounts in the North Pacific, p. 95-101. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 43, 105 p.",,Technical Report,,
Boehlert GW,Current-topography interactions and the biological productivity of seamounts,1986,"Eos, Transactions, American Geophysical Union 67: 984-985",,Journal,,
Boehlert GW,An approach to recruitment research in insular ecosystems,1986,"In: Yanez-Arancibia A and Pauly D (eds.). IREP (OSLR) Workshop on recruitment in tropical coastal demersal communities, Ciudad del Carmen, Campeche, Mexico, April 1986. IOC Workshop Rep. 44.",,Conf Proc,,
"Balazs GH, Hau S",Geographic distribution: Leoidochelys olivacea (Pacific ridley),1986,Herpetological Review 17(2): 51,PSD,Journal,"MTRP, turtle",
Balazs GH,Resuscication of a comatose green turtle,1986,Herpetological Review 17(4): 79-80,PSD,Journal,,
Balazs GH,Ontogenic changes in the plastron pigmentation of hatchling Hawaiian green turtles,1986,Journal of Herpetology 20: 280-282,PSD,Journal,,
Balazs GH,Fibropapillomas in Hawaiian green turtles,1986,Marine Turtle Newsletter 39:1-3,PSD,Journal,,
"Alcorn DJ, Kam AKH",Fatal shark attack on a Hawaiian monk seal (Monachus schauinslandi),1986,Marine Mammal Science 2: 313-315.,,Journal,,
"Bilim LA, Borets LA, Platoshina LK",Characteristics of ovogenesis and spawning of the boarfish in the region of the Hawaiian Islands.,1986,"In: Fisheries oceanography, hydrobiology, biology of fishes and other denizens of the Pacific Ocean. Izvestiya of the Pacific Ocean Scientific Research Institute for Fisheries and Oceanography (TINRO) (Izvestiya Tikhookeanskogo Nauchno-Issledovatel'skogo Instituta Rybnogo Khozyaistva i Okeanografii) 102: 51-57. Vladivostok. (Engl. transl. by W.G. Van Campen, 1986, 9 p., Transl. No. 106)",FBSAB,Translation,,
"Wilson MT, Jokiel PJ","Ciguatera at Midway: An assessment using the Hokama ""stick test"" for ciguatoxin.",1986,"Southwest Fisheries Science Center Administrative Report H-86-01, 23 p.",,Administrative Report,,
"Skillman RA, Milone PA, Witham HE",Annual report of the 1985 western Pacific lobster fishery.,1986,"Southwest Fisheries Science Center Administrative Report H-86-06, 43 p.",,Administrative Report,,
"Skillman RA, Thomason JP",Estimation of minimum tail width size for legal spiny lobster in the Northwestern Hawaiian Islands fishery.,1986,"Southwest Fisheries Science Center Administrative Report H-86-21, 27 p.",,Administrative Report,,
Sibert J,Skipjack fisheries of the southwest Pacific.,1986,"Southwest Fisheries Science Center Administrative Report H-86-11C, 13 p.",,Administrative Report,,
"Ralston S, Tagami DT, Shiota PM",An analysis of bottom fish size variation at the Honolulu fish auction.,1986,"Southwest Fisheries Science Center Administrative Report H-86-10, 11 p.",,Administrative Report,,
Pooley SG,Competitive markets and bilateral exchange: The wholesale seafod market in Hawaii.,1986,"Southwest Fisheries Science Center Administrative Report H-86-08, 14 p.",,Administrative Report,,
Mendelssohn R,Environmental influences on skipjack availability.,1986,"Southwest Fisheries Science Center Administrative Report H-86-13C, 14 p.",,Administrative Report,,
"Lamadrid-Rose Y, Boehlert GW",Effects of cold shock on larval and juvenile tropical fishes: Potential impacts of ocean thermal energy conversion.,1986,"Southwest Fisheries Science Center Administrative Report H-86-03, 39 p.",,Administrative Report,,
King DM,Global tuna markets and Hawaii aku.,1986,"Southwest Fisheries Science Center Administrative Report H-86-12C, 15 p.",,Administrative Report,,
"Jokiel PL, Ito RY, Kazama TK","A preliminary study on the effects of suspended sediment on the survival of early life stages of the mahimahi, Coryphaena hippurus.",1986,"Southwest Fisheries Science Center Administrative Report H-86-18, 13 p.",,Administrative Report,,
Hudgins LL,"Economic issues of the size distribution of fish caught in the Hawaiian skipjack tuna fishery, 1964-82.",1986,"Southwest Fisheries Science Center Administrative Report H-86-14, 16 p.",,Administrative Report,,
"Harada T, Shomura RS, Kazama TK, Murata O, Miyashita S",The transport of eggs and larvae of skipjack tuna from Hawaii to Japan.,1986,"Southwest Fisheries Science Center Administrative Report H-86-02, 3 p",,Administrative Report,,
"Hamm DC, Quach MMC, Kassman TT","Fishery statistics of the western Pacific, Volume 2. Territory of Guam",1986,"Southwest Fisheries Science Center Administrative Report H-86-20, 222 p.",,Administrative Report,,
"Hamm DC, Kassman TT (compilers)","Fishery statistics of the western Pacific, vol. 1. American Samoa (1982-84), Commonwealth of the Northern Mariana Islands (1979-84), and State of Hawaii (1979-84)",1986,"Southwest Fisheries Science Center Administrative Report H-86-04, var. pag.",FMB,Administrative Report,,
Kam AKH,"The green turtle, Chelonia mydas, at Laysan Island, Lisianski Island, and Pearl and Hermes Reef, summer 1982",1986,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-SWFC-65, 49 p.",,Tech Memo,,
"Jones DR, Brill RW, Mense DC","The influence of blood gas properties on gas tensions and pH of ventral and dorsal aortic blook in free-swimming tuna, Euthynnus affinis",1986,Journal of Experimental Biology 120: 201-213,,Journal,,
"Johanos TC, Kam AKH",The Hawaiian monk seal on Lisianski Island: 1983,1986,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-SWFC-58, 37 p.",PSD,Tech Memo,,
"Johanos TC, Henderson JR","Hawaiian monk seal reproduction and injuries on Lisianski Island, 1982 ",1986,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-SWFC-64, 7 p.",PSD,Tech Memo,,
"Humphreys RL, Tagami DT",Review and current status of research on the biology and ecology of the genus Pseudopentaceros,1986,"In: Uchida RN, Hayashi S, Boehlert GW (eds.). Environment and resources of seamounts in the North Pacific, p. 55-62. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 43, 105 p.",FBSAB,Technical Report,,
Humphreys RL,"Lutjanidae, opakapaka",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 112-113. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",FBSAB,Technical Report,,
Humphreys RL,"Carangidae, greater amberjack",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 100-101. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",FBSAB,Technical Report,,
Honda VA,"Acanthuridae, kala",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 124-125. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",,Technical Report,,
Honda VA,"Acanthuridae, naenae",1986,"In: Uchida RN, Uchiyama JH (eds.). Fishery atlas of the Northwestern Hawaiian Islands, p. 122-123. U.S. Dept. of Commerce, NOAA Tech. Rep. NMFS 38, 142 p.",,Technical Report,,
Harrison JT,"Recent marine studies at Enewetak Atoll, Marshall Islands",1986,Bulletin of Marine Science 38: 1-3,,Journal,,
Henderson JR,A review of Hawaiian monk seal entanglements in marine debris,1985,"In: Shomura RS and Yoshida HO (eds.). Proceedings of the Workshop on the Fate and Impact of Marine Debris, 27-29 November 1984, Honolulu, Hawaii, p. 326-335. U.S. Dept. of Commerce, NOAA Technical Memorandum NMFS-SWFC-54, 580 p",PSD,Tech Memo,,
"Shomura RS, Yoshida HO (eds.)","Proceedings of the Workshop on the Fate and Impact of Marine Debris, 26-29 November 1984, Honolulu, Hawaii",1985,"U.S. Dept. of Commerce, NOAA Technical Memorandum NMFS-SWFC-54, 580 p. ",,Tech Memo,,
"Shomura RS, Yoshida HO (eds.)","Proceedings of the Workshop on the Fate and Impact of Marine Debris, 26-29 November 1984, Honolulu, Hawaii",1985,"U.S. Dept. of Commerce, NOAA Technical Memorandum NMFS-SWFC-54, 580 p. Session IV: Poster Session, pp. 523-580",,Tech Memo,,
"Shomura RS, Yoshida HO (eds.)","Proceedings of the Workshop on the Fate and Impact of Marine Debris, 26-29 November 1984, Honolulu, Hawaii",1985,"U.S. Dept. of Commerce, NOAA Technical Memorandum NMFS-SWFC-54, 580 p. Session II: Impacts of Debris on Resources, pp. 259-457",,Tech Memo,,
"Shomura RS, Yoshida HO (eds.)","Proceedings of the Workshop on the Fate and Impact of Marine Debris, 26-29 November 1984, Honolulu, Hawaii",1985,"U.S. Dept. of Commerce, NOAA Technical Memorandum NMFS-SWFC-54, 580 p. Session III: Fate of Marine Debris, pp. 461-519",,Tech Memo,,
"Morrow RJ, Buelna EK","The Hawaiian monk seal and green turtle on Necker Island, 1983",1985,"U.S. Dept. of Commerce, NOAA Technical Memorandum NOAA-TM-NMFS-SWFC-55, 11 p.",,Tech Memo,,
"Polovina JJ, Moffitt RB, Ralston S, Shiota PM","Results of the resource assessment investigation of the Mariana Archipelago, 1985.",1985,"Southwest Fisheries Science Center Administrative Report H-85-07, 22 p.",,Administrative Report,,
Hamm DC,"Western Pacific Fishery Information Network organization and design status and issues, January 1985",1985,Southwest Fisheries Science Center Administrative Report H-85-04.,FMB,Administrative Report,,
"Munro JL, Polovina JJ","Artificial Reef Project: Thailand.  Report of Consulting Mission, 24 November - 14 December 1984",1985,,,Report,,
"Zug GR, Balazs GH",Skeletochronological age estimates for Hawaiian green turtles,1985,Marine Turtle Newsletter 33: 9-10,,Journal,,
Boehlert GW,Kaizan shigen: Kaisetsu to chosa no hoko [Seamount resources: Hypotheses and future research directions],1985,Bulletin of the Japanese Society of Fisheries Oceanography 47-48:184,,Journal,,
"Humphreys RL, Tagami DT","Kusakari tsubodai no seibutsugaku, seitaigaku ni kansuru kenkyu no genjo [Review and present status of biological research on pelagic armorhead].",1985,Bulletin of the Japanese Society of Fisheries Oceanography 47-48: 170-171,FBSAB,Abstract,,
"Nakano H, Makihara M, Shimazaki K",Distribution and biological characteristics of the blue shark in the central North Pacific.,1985,"Hokkaido University (Engl. transl. by W.G. Van Campen, 1994, 18 p., Transl. No. 149)",,Translation,,
"Vinogradov ME, Shushkina EA",Some aspects of the study of ecosystems of the epipelagial of the ocean.,1985,"In: Vinogradov ME and MV Flint (eds.). Biological bases of the commercial exploitation of the open areas of the ocean. Academy of Sciences of the U.S.S.R., Commission on Problems of the World Ocean, p. 109-117. Nauka Publ., Moscow (Engl. transl. by W.G. Van Campen, 1991, 12 p., Transl. No. 140)",,Translation,,
Sorokin YI,Toward a characterization of the production processes in the pelagial of the Indian Ocean.,1985,"In: Vinogradov ME and MV Flint (eds.). Biological bases of the commercial exploitation of the open areas of the ocean. Academy of Sciences of the U.S.S.R., Commission on Problems of the World Ocean, p. 210-221. Nauka Publ., Moscow (Engl. transl. by W.G. Van Campen, 1991, 12 p., Transl. No. 139)",,Translation,,
Mironov AN,Sea urchins as possible indicators of aggregations of benthopelagic fishes over the summits of submerged oceanic elevations.,1985,"In: Vinogradov ME and MV Flint (eds.). Biological bases of the commercial exploitation of the open areas of the ocean. Academy of Sciences of the U.S.S.R., Commission on Problems of the World Ocean, p. 210-221. Nauka Publ., Moscow (Engl. transl. by W.G. Van Campen, 1991, 8 p., Transl. No. 137)",,Translation,,
Lanin VI,Oceanic preconditions for the formation of the heightened fish productivity of Antarctic banks.,1985,"In: Vinogradov ME and MV Flint (eds.). Biological bases of the commercial exploitation of the open areas of the ocean. Academy of Sciences of the U.S.S.R., Commission on Problems of the World Ocean, p. 210-221. Nauka Publ., Moscow (Engl. transl. by W.G. Van Campen, 1991, 13 p., Transl. No. 132)",,Translation,,
"Greze NV, Kovalev AV",Distribution of plankton in areas of elevations of the ocean bottom.,1985,"In: Vinogradov ME and MV Flint (eds.). Biological bases of the commercial exploitation of the open areas of the ocean. Academy of Sciences of the U.S.S.R., Commission on Problems of the World Ocean, p. 204-210. Nauka Publ., Moscow. (Engl. transl. by W.G. Van Campen, 1991, 15 p., Transl. No. 135).",,Translation,,
Finenko ZZ,The influence of bottom elevations and islands on the productivity of the ocean.,1985,"In: Vinogradov ME and MV Flint (eds.). Biological basis of the commercial exploitation of the open areas of the ocean. Academy of Sciences of the U.S.S.R., Commission on Problems of the World Ocean, p. 184-191. Nauka Publ., Moscow. (Engl. transl. by W.G. Van Campen, 1991, 10 p., Transl. No. 143)",,Translation,,
Suzuki T,Food qualities of the tuna (Shokubutsu To Shite No Sakana... Maguro-Katsuo Wo Chusin Ni),1985,"Report of the Fiscal Year 1984 Japan Tuna Fishery Research Conference (Maguro Gyogyo Kenkyu Kyogikai Hokokusho). A special report. Japan Fisheries Agency, Far Seas Fisheries Research Laboratory, p. 1-7. (Engl. transl. by T. Otsu, 1987, 13 p., Transl. No. 116)",,Translation,,
"Kakimoto H, Okubo H",Fishery production from artificial reefs (Jinko gyosho ni okeru gyogyo seisan).,1985,"In: Comprehensive research on artificial reefs in the coastal areas of Niigata Prefecture (Niigata-ken engan-iki ni okeru jinko gyosho no sogoteki kenkyu to jigyo). p. 193-200. Niigata Prefectural Fisheries Experimental Station. (Engl. transl. by T. Otsu, 1987, 14 p., Transl. No. 108)",,Translation,,
"Nakano H, Makihara M, Shimazaki K",Distribution and biological characteristics of the blue shark in the central North Pacific.,1985,"Research Institute of North Pacific Fisheries, Faculty of Fisheries, Hokkaido University, Special Volume No. 170. (Engl. transl. by W.G. Van Campen, 1993, 20 p., Transl. No. 149)",,Translation,,
Darnitsky VB,Some causes of variability in the bio- and fish-productivity of the mesopelagial (near seamounts). ,1985,"Ministry of Fisheries of the U.S.S.R. All-Union Scientific Research Institute for Fisheries and Oceanography (VNIRO). Investigation and Rational Utilization of the Bioresources of the Open Ocean (Fishes of the Mesopelagial). Papers of the All-Union Conference, Moscow, p. 102-123. (Engl. transl. by W.G. Van Campen, 1987, 19 p., Transl. No. 121)",,Translation,,
